,Molecule ChEMBL ID,Molecule Max Phase,Smiles,pChEMBL Value,Potential Duplicate,Assay Description,Target Type,Standard Relation,Standard Value,Standard Units,Value
12838,CHEMBL4576672,0,CN(C)c1ccc(CNC(=O)[C@H]2CNC[C@@H]2c2cnc(C(F)(F)F)nc2)cc1,,0.0,Inhibition of Tracer Red binding to human ERG expressed in membranes by fluorescence polarization assay,SINGLE PROTEIN,'>',50000.0,nM,50000.0
12839,CHEMBL4438229,0,C[C@H](NC(=O)[C@H]1CNC[C@@H]1c1ccc(C(F)(F)F)nc1)c1ccc(N(C)C)cc1,,0.0,Inhibition of Tracer Red binding to human ERG expressed in membranes by fluorescence polarization assay,SINGLE PROTEIN,'>',50000.0,nM,50000.0
12840,CHEMBL850,4,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,4.75,1.0,Inhibition of human ERG current by patch clamp assay,SINGLE PROTEIN,'=',18000.0,nM,18.0
12841,CHEMBL3814374,0,CC(C)Oc1cc([C@@](Cc2ccccc2)(NC[C@H](O)CC(F)(F)F)c2cc(F)cc(OC(F)(F)C(F)F)c2)ccc1F,4.59,0.0,Inhibition of recombinant human ERG expressed in HEK293 cells assessed as inhibition of peak tail current by patch clamp assay,SINGLE PROTEIN,'=',25600.0,nM,25.6
12842,CHEMBL1088,4,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,6.49,0.0,Inhibition of human Potassium channel HERG expressed in mammalian cells,SINGLE PROTEIN,'=',323.59,nM,6.49
12843,CHEMBL85,4,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,6.82,1.0,Inhibition of hERG K channel,SINGLE PROTEIN,'=',150.0,nM,150.0
12844,CHEMBL1111,4,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,,0.0,Inhibition of rapid delayed inward rectifying potassium current (IKr) in Chinese hamster ovary (CHO) K1 cells stably expressing hERG measured using IonWorks Quattro automated patch clamp platform,SINGLE PROTEIN,'=',7943282.35,nM,2.1
12845,CHEMBL741,4,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,,0.0,Inhibition of rapid delayed inward rectifying potassium current (IKr) in Chinese hamster ovary (CHO) K1 cells stably expressing hERG measured using IonWorks Quattro automated patch clamp platform,SINGLE PROTEIN,'=',398107.17,nM,3.4
12846,CHEMBL255863,4,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,4.2,0.0,Inhibition of rapid delayed inward rectifying potassium current (IKr) in Chinese hamster ovary (CHO) K1 cells stably expressing hERG measured using IonWorks Quattro automated patch clamp platform,SINGLE PROTEIN,'=',63095.73,nM,4.2
12847,CHEMBL192,4,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,,0.0,Inhibition of rapid delayed inward rectifying potassium current (IKr) in Chinese hamster ovary (CHO) K1 cells stably expressing hERG measured using IonWorks Quattro automated patch clamp platform,SINGLE PROTEIN,'=',158489.32,nM,3.8
12848,CHEMBL24778,4,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,4.6,0.0,Inhibition of rapid delayed inward rectifying potassium current (IKr) in Chinese hamster ovary (CHO) K1 cells stably expressing hERG measured using IonWorks Quattro automated patch clamp platform,SINGLE PROTEIN,'=',25118.86,nM,4.6
12849,CHEMBL3983988,0,Cc1cc(F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,4.75,0.0,Inhibition of human ERG expressed in CHOK1 cells for 5 mins at -80 mV holding potential by patch clamp method,SINGLE PROTEIN,'=',17900.0,nM,17.9
12850,CHEMBL4208976,0,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)C(C)C2C)cc1,,0.0,Inhibition of human ERG by cell based automated patch clamp method,SINGLE PROTEIN,,,,
12851,CHEMBL4212822,0,COc1ccc(NC(=O)N2CC3CCC(C2)N3c2nc(N)nc3scnc23)cc1,,0.0,Inhibition of human ERG by cell based automated patch clamp method,SINGLE PROTEIN,,,,
12852,CHEMBL4215340,0,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)[C@@H](C)C2)c(C)c1,,0.0,Inhibition of human ERG by cell based automated patch clamp method,SINGLE PROTEIN,,,,
12853,CHEMBL4100562,0,CC(C)(C)c1nc(-c2ccc(OC(F)(F)F)cc2)c[nH]1,,0.0,Inhibition of Cy3B-labeled ligand binding to recombinant human ERG expressed in HEK293 cells by fluorescence polarization method,SINGLE PROTEIN,'>',16000.0,nM,16.0
12854,CHEMBL4065160,0,CC(C)(NC(N)=O)c1nc(-c2ccc(OC(F)(F)F)cc2)c[nH]1,,0.0,Inhibition of Cy3B-labeled ligand binding to recombinant human ERG expressed in HEK293 cells by fluorescence polarization method,SINGLE PROTEIN,'>',16000.0,nM,16.0
12855,CHEMBL4208172,0,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,5.2,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',6380.0,nM,6.38
12856,CHEMBL4212905,0,CCc1ccc(-c2cc(NCC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,,0.0,Inhibition of Tracer Red binding to human ERG in membranes after 2 hrs by fluorescence polarization assay,SINGLE PROTEIN,'>',100000.0,nM,4.0
12857,CHEMBL383997,0,COc1ccc2c(OC[C@H](O)CO)nc(C#N)c(-c3ccccc3)c2c1,4.69,0.0,Binding affinity to hERG potassium channel,SINGLE PROTEIN,'=',20500.0,nM,20500.0
12858,CHEMBL4540910,0,COCCC#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1,8.52,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',3.0,nM,3.0
12859,CHEMBL4457529,0,COCC(C)(C)C#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1,8.96,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',1.1,nM,1.1
12860,CHEMBL4466764,0,NC(=O)c1cc(Cl)c2c(Cl)c(C#CC3COCCO3)n([C@H]3CCCNC3)c2n1,8.85,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',1.4,nM,1.4
12861,CHEMBL4280558,0,CN(c1ccc(-c2ccc(-n3cccn3)cc2O)nn1)C1CC(C)(C)NC(C)(C)C1,6.52,0.0,Displacement of [3H]-dofetilide from human ERG expressed in CHO cell membranes after 90 mins by micro-beta counting,SINGLE PROTEIN,'=',300.0,nM,0.3
12862,CHEMBL457930,0,N#Cc1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,5.85,0.0,Inhibition of human ERG expressed in CHO cells,SINGLE PROTEIN,'=',1400.0,nM,1.4
12863,CHEMBL459176,0,Cn1ccc2cc(C3(Cc4ccccc4)CCNC3)ccc21,5.16,0.0,Inhibition of human ERG expressed in CHO cells,SINGLE PROTEIN,'=',7000.0,nM,7.0
12864,CHEMBL513258,0,Fc1ccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)cc1,5.05,0.0,Inhibition of human ERG expressed in CHO cells,SINGLE PROTEIN,'=',9000.0,nM,9.0
12865,CHEMBL487355,0,c1ccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)cc1,,0.0,Inhibition of human ERG expressed in CHO cells,SINGLE PROTEIN,,,,
12866,CHEMBL4277023,0,CN(c1ccc(-c2cc3cccnc3cc2O)nn1)C1CC(C)(C)NC(C)(C)C1,5.35,0.0,Displacement of [3H]-dofetilide from human ERG expressed in CHO cell membranes after 90 mins by micro-beta counting,SINGLE PROTEIN,'=',4500.0,nM,4.5
12867,CHEMBL4286715,0,Oc1cc(-c2cn[nH]c2)ccc1-c1ccc(N2C[C@H]3CNC[C@H]3C2)nn1,5.6,0.0,Displacement of [3H]-dofetilide from human ERG expressed in CHO cell membranes after 90 mins by micro-beta counting,SINGLE PROTEIN,'=',2500.0,nM,2.5
12868,CHEMBL5568953,0,CCNC(=O)COc1cc(=O)n(C)cc1-c1cc(C(C)(C)O)ccc1Oc1c(C)cccc1C,,0.0,Inhibition of hERG in HEK293 cells at -80 mV holding potential by automated patch clamp electrophysiology,SINGLE PROTEIN,'>',30000.0,nM,30.0
12869,CHEMBL426658,0,Clc1cccc(-c2cnc3ccc(NC4CCOCC4)nn23)c1,,1.0,Activity Assay: hERG activity assays representative compounds were tested for hERG activity using the Fast Patch assay available from WuXiApptec (Shanghai China).,SINGLE PROTEIN,'>',30000.0,nM,30000.0
12870,CHEMBL3355987,0,CC(C)(O)[C@H]1CC[C@H](Nc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1,,1.0,Activity Assay: hERG activity assays representative compounds were tested for hERG activity using the Fast Patch assay available from WuXiApptec (Shanghai China).,SINGLE PROTEIN,'>',30000.0,nM,30000.0
12871,CHEMBL4562638,0,C[S+]([O-])c1ccc(-c2cnc3ccc(Nc4cnccn4)nn23)cc1,5.11,0.0,Inhibition of human ERG expressed in CHO cells at holding potential of -90 mV by QPatch clamp method,SINGLE PROTEIN,'=',7840.0,nM,7.84
12872,CHEMBL2314063,0,O=C(N[C@@H]1C[C@H]2CCC[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1)C1CCOCC1,,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'>',50000.0,nM,50.0
12873,CHEMBL2314059,0,O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCC[C@@H]1C[C@@H](NC1CCSCC1)C2,4.64,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'=',23100.0,nM,23.1
12874,CHEMBL2324247,0,c1ccc(OCc2cccc(COc3ccccc3)n2)cc1,7.13,0.0,Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis,SINGLE PROTEIN,'=',74.0,nM,74.0
12875,CHEMBL3350235,0,CSc1ccc([C@@H]2N=C(OCc3ccc(NS(C)(=O)=O)cc3)N(C)Cc3ccccc32)cc1.Cl,4.25,0.0,Blockade of the delayed rectifier K+ current (IKr) of guinea pig myocytes,SINGLE PROTEIN,'=',56000.0,nM,56.0
12876,CHEMBL1788206,0,CN1Cc2ccccc2[C@@H](c2ccccc2)N=C1OCc1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,4.42,0.0,Blockade of the delayed rectifier K+ current (IKr) of guinea pig myocytes,SINGLE PROTEIN,'=',38000.0,nM,38.0
12877,CHEMBL2093896,0,CSc1ccc([C@H]2N=C(OCc3ccc(NS(C)(=O)=O)cc3)N(C)Cc3ccccc32)cc1.Cl,4.68,0.0,Blockade of the delayed rectifier K+ current (IKr) of guinea pig myocytes,SINGLE PROTEIN,'=',21000.0,nM,21.0
12878,CHEMBL4288827,0,Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1-c1ccc(F)cn1,5.1,0.0,Inhibition of human ERG by [3H]dofetilide binding displacement assay,SINGLE PROTEIN,'=',8000.0,nM,8.0
12879,CHEMBL4091444,0,CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Cl,,0.0,Inhibition of human ERG expressed in HEK293 cells at -80 mV holding potential by manual-patch-clamp electrophysiology assay,SINGLE PROTEIN,'>',30000.0,nM,30.0
12880,CHEMBL4100564,0,CCOC(=O)C1=C(CN2CCOCC2C(=O)NC)NC(c2nccs2)=NC1c1ccc(F)cc1Br,,0.0,Inhibition of human ERG expressed in HEK293 cells at -80 mV holding potential by manual-patch-clamp electrophysiology assay,SINGLE PROTEIN,'>',10000.0,nM,10.0
12881,CHEMBL4104261,0,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2F,5.21,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',6130.0,nM,6130.0
12882,CHEMBL5408287,0,C[C@@]1(N2CCN(c3cc4cc(NC(=O)[C@H]5CC56CCOCC6)ncc4cc3Cl)CC2)COC[C@@H]1O,,0.0,Inhibition of hERG expressed in CHO cells by QPatch voltage clamp assay,SINGLE PROTEIN,'>',60000.0,nM,60.0
12883,CHEMBL4636064,0,CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1,,0.0,Displacement of [3H]dofetilide from human ERG expressed in CHO cells incubated for 90 mins by microbeta scintillation counting method,SINGLE PROTEIN,'>',30000.0,nM,30.0
12884,CHEMBL5421397,0,N[C@@H](CO)Cn1nnc(-c2ccc(Oc3ncc(Cl)cc3F)cc2)n1,,0.0,Displacement of [3H]-Dofetilide from hERG,SINGLE PROTEIN,'>',30000.0,nM,30.0
12885,CHEMBL5402348,0,CCN(CC)CCNc1nc(NC(C)(C)C)nc2cc(-c3ccc(C)cc3)sc12.Cl.Cl,5.97,0.0,Inhibition of human ERG incubated for 4 hrs by fluorescence polarization assay,SINGLE PROTEIN,'=',1070.0,nM,1.07
12886,CHEMBL3823499,0,CC(C)(C)S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1,5.13,0.0,Inhibition of human ERG expressed in CHO cells by Qpatch clamp assay,SINGLE PROTEIN,'=',7445.0,nM,7445.0
12887,CHEMBL3954871,0,N#Cc1ccc2nnc(C(=O)N3CCC(c4cccc(F)c4C(F)(F)F)CC3)n2c1,,0.0,Inhibition of human ERG expressed in HEK293 cells at -80 mV holding potential by PatchXpress automated electrophysiology method,SINGLE PROTEIN,'>',30000.0,nM,30.0
12888,CHEMBL55,4,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,4.73,0.0,Inhibition of human ERG by Tracer Red dye based fluorescence polarization assay,SINGLE PROTEIN,'=',18800.0,nM,18.8
12889,CHEMBL4103954,0,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1CC1,5.37,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',4300.0,nM,4.3
12890,CHEMBL4293999,0,O=C(CCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,5.54,0.0,Inhibition of human ERG expressed in HEK293 cells at -50 mV holding potential by patch clamp assay,SINGLE PROTEIN,'=',2905.4,nM,2905.4
12891,CHEMBL1945849,0,Cc1cccc(-n2nc(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)cc2=O)n1,,0.0,Inhibition of human ERG by patch clamp assay,SINGLE PROTEIN,'>',30000.0,nM,30.0
12892,CHEMBL5195074,0,O=c1ccc2ccc(F)c3c2n1CC3C[C@H]1OC[C@H](NCc2cc3c(cn2)OCCC3)CO1,4.28,0.0,Inhibition of hERG cardiac ion channel,SINGLE PROTEIN,'=',53000.0,nM,53.0
12893,CHEMBL5197477,0,O=c1ccc2ccc(F)c3c2n1CC3C[C@H]1OC[C@H](NCc2cc3c(nn2)OCCO3)CO1,,0.0,Inhibition of hERG cardiac ion channel,SINGLE PROTEIN,'>',200000.0,nM,200.0
12894,CHEMBL5183589,0,O=C1COc2ccc(CN[C@H]3CO[C@H](CC4Cn5c(=O)ccc6ncc(F)c4c65)OC3)nc2N1,4.01,0.0,Inhibition of hERG cardiac ion channel,SINGLE PROTEIN,'=',97000.0,nM,97.0
12895,CHEMBL1501,4,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
12896,CHEMBL4638896,0,COc1c(S(C)(=O)=O)ccc(O[C@@H](C)C(F)(F)F)c1C(=O)N1CC(c2ccc(C(F)(F)F)cn2)C1,,0.0,Inhibition of human ERG expressed in CHO cells by electrophysiology QPatch assay,SINGLE PROTEIN,'>',10000.0,nM,10.0
12897,CHEMBL104,4,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
12898,CHEMBL3355550,0,O[C@H]1CC[C@H](Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1,,1.0,hERG Activity Assays: Representative compounds were tested for hERG activity using the Fast Patch assay available from WuXiApptec (Shanghai China).,SINGLE PROTEIN,'>',30000.0,nM,30000.0
12899,CHEMBL95,4,Nc1c2c(nc3ccccc13)CCCC2,4.84,0.0,Inhibition of hERG expressed in CHO-K1 cells assessed as reduction in thallium influx incubated for 30 minutes by FLIPR,SINGLE PROTEIN,'=',14312.0,nM,14312.0
12900,CHEMBL4212482,0,COc1ccccc1CCN1CCC(CCc2ccccc2OCCF)CC1.Cl,6.37,0.0,Displacement of [3H]Dofetilide from human ERG expressed in HEK293 cells after 60 mins by scintillation spectrometry,SINGLE PROTEIN,'=',430.0,nM,0.43
12901,CHEMBL4208760,0,Cl.FCCOc1ccccc1CCC1CCN(CCc2ccccc2)CC1,6.12,0.0,Displacement of [3H]Dofetilide from human ERG expressed in HEK293 cells after 60 mins by scintillation spectrometry,SINGLE PROTEIN,'=',760.0,nM,0.76
12902,CHEMBL4448352,0,CCNC1=N[C@@H]2[C@@H](F)[C@H](O)[C@@H](CO)O[C@@H]2S1,,0.0,Displacement of MK-0499 from human ERG,SINGLE PROTEIN,'>',30000.0,nM,30.0
12903,CHEMBL4215737,0,CCO/N=C/c1ccc(OCCCCCN2CCN(c3ccnc(N)c3)S2(=O)=O)cc1,5.05,0.0,Inhibition of human ERG expressed in CHO-K1 cells by Qpatch assay,SINGLE PROTEIN,'=',9000.0,nM,9.0
12904,CHEMBL5074359,0,O/N=C(\c1nnc(C(F)(F)F)s1)c1nc2ccccc2s1,,0.0,Inhibition of human ERG by Ionworks electrophysiology assay,SINGLE PROTEIN,,,,
12905,CHEMBL4636064,0,CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1,,0.0,Inhibition of human ERG by Qpatch S8 assay,SINGLE PROTEIN,'>',30000.0,nM,30.0
12906,CHEMBL4640598,0,c1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1,,0.0,Inhibition of human ERG by Qpatch S8 assay,SINGLE PROTEIN,'>',30000.0,nM,30.0
12907,CHEMBL3408392,0,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1/N=c1\scc(-c2ccccc2)n1-c1ccccc1,5.17,0.0,Inhibition of human ERG assessed as reduction in channel current expressed in HEK cells by patch clamp assay,SINGLE PROTEIN,'=',6800.0,nM,6.8
12908,CHEMBL3408396,0,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1/N=C1\S/C(=C2\SC(C(=O)Nc3ccccc3)=NN2c2ccccc2)C(=O)N1c1ccccc1,5.47,0.0,Inhibition of human ERG assessed as reduction in channel current expressed in HEK cells by patch clamp assay,SINGLE PROTEIN,'=',3400.0,nM,3.4
12909,CHEMBL4869164,0,Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2c(Cc3n[nH]c(=O)o3)cc(=O)n(C3CC3)c12,,0.0,Displacement of [3H]-dofetilide from human ERG after 60 mins by scintillation counting method,SINGLE PROTEIN,'>',30000.0,nM,30.0
12910,CHEMBL4553146,2,COc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2cc(OC)nc(OC)c2OC)cc(OC)n1,,1.0,Inhibition of human ERG,SINGLE PROTEIN,'>',30000.0,nM,30.0
12911,CHEMBL4639462,0,CCOc1cc([C@](O)(CCN(C)C)[C@H](c2cccc(C)c2)c2cc3cc(Br)ccc3nc2OC)cc(OC)n1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',10000.0,nM,10.0
12912,CHEMBL4633025,0,COc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2cccc3c2OCO3)cc(OC(F)F)n1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',10000.0,nM,10.0
12913,CHEMBL4527696,0,O=c1oc2cc(O)ccc2c2oc3ccc(O)c(CN4CCCCC4)c3c12,,0.0,Inhibition of hERG expressed in CHO cells Qpatch-clamp electrophysiology assay,SINGLE PROTEIN,'>',30000.0,nM,30.0
12914,CHEMBL5177888,0,O=c1oc2cc(O)ccc2c2oc3ccc(O)c(CN4CCC(F)CC4)c3c12,5.61,0.0,Inhibition of hERG expressed in CHO cells Qpatch-clamp electrophysiology assay,SINGLE PROTEIN,'=',2460.0,nM,2.46
12915,CHEMBL74656,0,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,4.6,0.0,Inhibition of hERG expressed in CHO cells Qpatch-clamp electrophysiology assay,SINGLE PROTEIN,'=',25000.0,nM,25.0
12916,CHEMBL3889781,0,O=C1OCCc2cc([C@@H]3CN4CCN(C(=O)Cc5ccc(-n6cnnn6)nc5)C[C@H]4CO3)ccc21,4.12,0.0,Inhibition of human ERG by electrophysiology method,SINGLE PROTEIN,'=',75900.0,nM,75.9
12917,CHEMBL3823354,0,Cc1cc(C2C=CN=CN2)c(C)s1.Cl,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',25000.0,nM,25.0
12918,CHEMBL3651966,1,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,4.92,0.0,Inhibition of human ERG by patch clamp assay,SINGLE PROTEIN,'=',12000.0,nM,12.0
12919,CHEMBL5283073,0,Nc1c(C(=O)Nc2cccc(Cl)c2)nnn1Cc1ccc(CN2CCOCC2)cc1,4.75,0.0,Inhibition of hERG potassium channel by Q-patch clamp assay,SINGLE PROTEIN,'=',18000.0,nM,18.0
12920,CHEMBL4642118,0,Cl.Clc1ccc(OC[C@@H]2C[C@H]3C[C@H]3N2)cn1,,0.0,Inhibition of recombinant human ERG expressed in HEK293 at -80 mV holding potential by whole-cell patch clamp method,SINGLE PROTEIN,'>',10000.0,nM,10.0
12921,CHEMBL4281620,0,CCOc1cc(CN2CCC(Oc3nccc(Cl)n3)CC2)cc(OCC)c1-c1ccc(F)cc1,,0.0,Inhibition of MK-499 binding to human ERG,SINGLE PROTEIN,,,,
12922,CHEMBL3306918,2,CC(C)n1c(=O)c(C(=O)NCCCN2CCCCC2)c(O)c2ccsc21,5.89,0.0,Inhibition of hERG expressed in HEK293 cells at holding potential of -80 mV by whole cell patch clamp assay,SINGLE PROTEIN,'=',1300.0,nM,1.3
12923,CHEMBL5268064,0,CC(C)n1nc(-c2nnc(C3CCN(CCCO)CC3)o2)c2ccccc21.O=C(O)C(=O)O,,0.0,Inhibition of hERG expressed in HEK293 cells at holding potential of -80 mV by whole cell patch clamp assay,SINGLE PROTEIN,'>',10000.0,nM,10.0
12924,CHEMBL5279298,0,COCCCN1CCC(c2nnc(-c3nn(C(C)C)c4ccccc34)o2)CC1.O=C(O)C(=O)O,5.52,0.0,Inhibition of hERG expressed in HEK293 cells at holding potential of -80 mV by whole cell patch clamp assay,SINGLE PROTEIN,'=',3000.0,nM,3.0
12925,CHEMBL4276988,0,CCC[C@@H](CCO)Nc1nc(N)nc2c1CN(C(=O)c1csc(C)n1)CC2,4.66,0.0,Displacement of 3H-dofetilide from human ERG,SINGLE PROTEIN,'=',22000.0,nM,22.0
12926,CHEMBL2382343,0,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5c(F)cccc5F)C4)C[C@@H]3C(=O)O)c2c1,4.32,0.0,Inhibition of human ERG channel in HEK293 cells by voltage-gated patch clamp technique,SINGLE PROTEIN,'=',47600.0,nM,47.6
12927,CHEMBL2382287,0,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccccc5)C4)C[C@@H]3C(=O)O)c2c1,4.6,0.0,Inhibition of human ERG channel in HEK293 cells by voltage-gated patch clamp technique,SINGLE PROTEIN,'=',24900.0,nM,24.9
12928,CHEMBL1956996,0,Cc1nc2ccc(Oc3ccc(F)c4cccnc34)nc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,6.89,0.0,Inhibition of human Erg by patch clamp assay,SINGLE PROTEIN,'=',129.99,nM,6.8861
12929,CHEMBL4862556,0,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3cccnc3cc2OC)o1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',60000.0,nM,60.0
12930,CHEMBL5219978,0,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccc(C4CC4)nc3cc2F)o1,5.48,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',3300.0,nM,3.3
12931,CHEMBL1107,4,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,6.8,1.0,Inhibition of hERG by fluorescence polarization assay,SINGLE PROTEIN,'=',160.0,nM,0.16
12932,CHEMBL4749982,0,CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(OC)ncnc4C4CC4)nc3n([C@@H](C)C(F)(F)F)c2=O)nc1,5.33,0.0,Inhibition of human ERG expressed in HEK293 cells assessed as reduction in channel tail current by whole cell patch clamp assay,SINGLE PROTEIN,'=',4700.0,nM,4.7
12933,CHEMBL2206792,0,COCC[C@H](Oc1ncnc2c1cnn2-c1ccccc1OC)C(=O)Nc1ccc(C)cn1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',33000.0,nM,33.0
12934,CHEMBL4635883,0,CC(C)c1cc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)cc(C(C)C)n1,5.43,0.0,Inhibition of human ERG by Ionworks electrophysiology assay,SINGLE PROTEIN,'=',3700.0,nM,3.7
12935,CHEMBL5175037,0,C=C(c1ccc(N2C[C@@H]3C[C@H]2CN3C)cc1)c1ccc2c(c1)Nc1ccccc1S2,4.92,0.0,Inhibition of hERG,SINGLE PROTEIN,'=',12000.0,nM,12.0
12936,CHEMBL4744936,0,CC(C)n1cc(C(=O)c2ccnc(NC(=O)Nc3ccc(F)cc3F)c2)c2c(N)ncnc21,,0.0,Inhibition of human ERG by electrophysiology assay,SINGLE PROTEIN,,,,
12937,CHEMBL3955023,0,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(C(F)(F)F)n3)c2)c2cnccc21,5.8,0.0,Inhibition of human ERG by electrophysiology assay,SINGLE PROTEIN,'=',1600.0,nM,1.6
12938,CHEMBL4748276,0,CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c2cnc(N)nc21,,0.0,Inhibition of human ERG by electrophysiology assay,SINGLE PROTEIN,,,,
12939,CHEMBL4782998,0,N#Cc1cncc(NC(=O)COc2ccc(C(=O)c3cc(Cl)ccc3Br)cc2)c1,5.57,0.0,Displacement of [3H]dofetilide from human ERG stably expressed in HEK293 cell membranes measured after 60 mins by microbeta liquid scintillation counting method,SINGLE PROTEIN,'=',2700.0,nM,2.7
